BFN,BUS_PROF_NAME,FULL_ADDRESS,LICENSES,LIC_STATUS,ISSUE_DATE,END_DATE,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,COUNCIL_DIST,POLICE_DIST,CENSUS_TRACT,NEIGHBORHOOD,ZONE_DISTRICT,X_COORD,Y_COORD
2006-BFN-1019435,EASTFAX TAP,8001 E COLFAX AVE,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2021-06-28 10:40:55,2022-04-18 00:00:00,22482.0,8001 E Colfax Ave,None,Denver,CO,80220,8,2,04403,East Colfax,E-MS-3,3170173.0,1695123.0
2016-BFN-0001645,CUBA CUBA SANDWICHERIA,8261 E NORTHFIELD BLVD,LIQUOR - HOTEL AND RESTAURANT,DELINQUENT,2021-06-06 03:00:39,2021-06-05 00:00:00,491342.0,8261 E Northfield Blvd,None,Denver,CO,80238,8,5,04105,Central Park,M-MX-5,3170736.0,1711772.0
2003-BFN-1006524,GRAPE EXPECTATIONS WINE & SPIRITS,2270 N KEARNEY ST,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-02-22 16:16:28,2022-01-20 00:00:00,245879.0,2270 N Kearney St,None,Denver,CO,80207,8,2,04202,South Park Hill,U-MX-2,3163889.0,1698751.0
2009-BFN-1043188,YOUR MOM'S HOUSE,608 E 13TH AVE,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2020-12-31 12:31:56.000001,2021-11-03 00:00:00,245936.0,608 E 13th Ave,None,Denver,CO,80203,10,6,02703,Capitol Hill,G-MS-5,3146386.0,1693678.0
2002-BFN-14674,KING SOOPER DIV #35,890 S MONACO PKWY,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-08-05 12:33:31,2022-07-08 00:00:00,178538.0,890 S Monaco Street Pkwy,None,Denver,CO,80224-1574,5,3,05002,Washington Virginia Vale,B-3,3165524.03,1680769.35
2008-BFN-1037986,LOUNGE 5280 LLC CONCOURSE B,8600 PENA BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-06-28 04:14:34,2022-04-26 00:00:00,221158.0,8600 Pena Blvd,None,Denver,CO,80249,11,7,08313,DIA,DIA,3231946.0,1736179.0
2001-BFN-5054,POPPIES RESTAURANT INC,2334 S COLORADO BLVD,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-05-26 09:33:19,2021-12-20 00:00:00,246417.0,2334 S Colorado Blvd,None,Denver,CO,80222,4,3,05300,University Hills,S-CC-5,3157582.0,1670939.0
2013-BFN-1066132,AMBLI GOURMET EATERY & WINE,600 S HOLLY STUNIT 114 ,LIQUOR - HOTEL AND RESTAURANT,DELINQUENT,2021-07-26 03:00:34,2021-07-25 00:00:00,188009.0,600 S Holly St,None,Denver,CO,80246,5,3,05001,Washington Virginia Vale,B-2,3162765.0,1682528.0
2019-BFN-0000640,AMC CHERRY CREEK 8,3000 E 1ST AVE,LIQUOR - LODGING AND ENTERTAINMENT,LICENSE ISSUED - ACTIVE,2021-06-09 07:56:08,2022-04-21 00:00:00,84969.0,3000 E 1st Ave,None,Denver,CO,80206,10,3,03800,Cherry Creek,B-3,3153964.0,1686702.0
2003-BFN-1005234,DOWNING STREET LIQUORS,1038 E 22ND AVE,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-05-16 19:13:51,2022-05-29 00:00:00,246280.0,1038 E 22nd Ave,None,Denver,CO,80205,9,6,02402,Five Points,PUD,3148020.0,1698256.0
2021-BFN-0003513,CULINARY DROPOUT,4141 E 9TH AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,PENDING,2021-05-27 00:00:00,2021-05-24 11:57:58,32634480.0,4141 E 9th Ave,None,Denver,CO,None,5,2,04301,Hale,C-MU-10,3157763.0,1691695.0
2021-BFN-0001224,BONNIE BRAE BEVERAGE INC,785 S UNIVERSITY BLVD,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2021-03-26 00:00:00,2022-03-26 00:00:00,88878.0,785 S University Blvd,None,Denver,CO,80209,6,3,03402,Washington Park,U-MS-3,3152070.0,1681161.0
2003-BFN-1005051,EL CAMINO TAVERN,3628 W 32ND AVE,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2020-12-31 11:00:49,2021-12-14 00:00:00,222812.0,3628 W 32nd Ave,None,Denver,CO,80211,1,1,00303,West Highland,U-MS-3,3130609.0,1702788.0
2008-BFN-1037057,SHANAHAN'S,5085 S SYRACUSE ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-06-30 09:05:57,2022-05-05 00:00:00,183498.0,5085 S Syracuse St,None,Denver,CO,80237,4,3,06804,Hampden South,B-8,3168964.0,1652881.0
2020-BFN-0005960,CROCK SPOT,2878 N FAIRFAX ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-02-01 08:33:56.000001,2022-01-31 00:00:00,16776.0,2878 N Fairfax St,None,Denver,CO,80207,8,2,04103,North Park Hill,E-MS-2,3160784.0,1701506.0
2018-BFN-0001060,RUN FOR THE ROSES,1801 BLAKE STSUITE 10 ,LIQUOR - TAVERN AND CABARET,DELINQUENT,2021-07-06 03:00:29,2021-07-05 00:00:00,32575043.0,1801 Blake St Ste 10,None,Denver,CO,80202,9,6,01701,Union Station,D-LD,3141520.0,1699439.0
2006-BFN-1024534,BLUEBIRD THEATRE,3317 E COLFAX AVE,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2020-09-29 13:20:21,2021-09-26 00:00:00,246297.0,3317 E Colfax Ave,None,Denver,CO,80206,9,2,03701,City Park,U-MS-3,3155129.0,1695013.0
2012-BFN-1063170,SIDECAR LOUNGE,2048 LARIMER ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-03-22 03:14:26,2022-02-27 00:00:00,188333.0,2048 Larimer St,None,Denver,CO,80205,9,6,01600,Five Points,C-MX-8,3142958.0,1699739.0
2017-BFN-0009089,SAVE-A-LOT FEDERAL,1951 S FEDERAL BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-07-28 14:53:32,2022-05-15 00:00:00,116610.0,1951 S Federal Blvd,None,Denver,CO,80219,2,4,04603,Harvey Park,S-CC-3X,3133376.0,1673056.0
2012-BFN-1063196,RENAISSANCE EAST STAPLETON,3801 N QUEBEC ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2019-03-08 15:43:08,2021-10-15 00:00:00,11264.0,3801 N Quebec St,None,Denver,CO,80207,8,2,04102,Northeast Park Hill,S-MX-12,3167537.0,1705971.0
2001-BFN-57099,4 G'S,2788 S FEDERAL BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-10-07 08:00:12,2021-09-27 00:00:00,246399.0,2788 S Federal Blvd,None,Denver,CO,80236,7,4,05400,College View - South Platte,PUD,3133849.0,1667830.0
2003-BFN-1004661,WASHINGTON STREET LIQUORS,757 E 20TH AVE #300 ,LIQUOR - STORE,DELINQUENT,2021-08-22 12:00:24,2021-08-21 00:00:00,None,None,None,None,None,80205,9,6,02402,Five Points,B-2,3146910.0,1697792.0
2010-BFN-1049011,RITUAL SOCIAL HOUSE,1209 E 13TH AVE,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2020-11-20 10:29:01,2021-11-03 00:00:00,261629.0,1209 E 13th Ave,None,Denver,CO,80218,10,6,03201,Cheesman Park,G-MX-3,3148307.0,1693762.0
2008-BFN-1031824,SUSHI TRAIN,3460 S LOCUST ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-07-23 14:25:28,2022-06-22 00:00:00,145272.0,3460 S Locust St,None,Denver,CO,80222,4,3,06812,Hampden,S-MX-5A,3164719.0,1663679.0
2019-BFN-0010129,SUNDAY VINYL,1803 16TH ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-02-24 22:27:13,2021-11-26 00:00:00,509765.0,1803 16th St,None,Denver,CO,80202,9,6,01701,Union Station,T-MU-30,3140181.0,1699543.0
2018-BFN-0004646,BON APPETIT MANAGEMENT,3333 W REGIS BLVDBLDG N ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-02-22 15:54:31,2021-12-09 00:00:00,166670.0,3333 W Regis Blvd Bldg N,None,Denver,CO,None,1,1,00101,Regis,R-5,3130996.0,1712619.0
2019-BFN-0004440,JINYA RAMEN BAR,1710 WYNKOOP ST,LIQUOR - HOTEL AND RESTAURANT,DELINQUENT,2021-07-30 03:00:38,2021-07-29 00:00:00,171354.0,1710 Wynkoop St,None,Denver,CO,80202,9,6,01701,Union Station,D-LD,3140797.0,1699551.0
2002-BFN-49433,GRAND HYATT DENVER,1750 WELTON ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-03-22 02:44:38,2022-02-21 00:00:00,55286.0,1750 Welton St,None,Denver,CO,80202,9,6,01702,CBD,D-C,3143695.0,1696957.0
2010-BFN-1045006,COLFAX TAP,5110 W COLFAX AVE,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2021-08-27 10:20:28,2021-07-28 00:00:00,71318.0,5110 W Colfax Ave,None,Denver,CO,80204,1,1,00701,West Colfax,C-MS-8,3125850.0,1694777.0
2002-BFN-49070,PINTS PUB,221 W 13TH AVE,LIQUOR - BREW PUB,DELINQUENT,2021-07-24 03:00:28.000001,2021-07-23 00:00:00,182906.0,221 W 13th Ave,None,Denver,CO,80204-2711,10,6,02000,Civic Center,D-GT,3143191.0,1693722.0
2013-BFN-1064159,HOUSE OF SPIRITS,12244 E 44TH AVE,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2020-08-11 06:27:08,2021-11-09 00:00:00,451023.0,12244 E 44th Ave,None,Denver,CO,80239-3311,8,5,08312,Montbello,B-4,3183951.0,1708302.0
2006-BFN-1023902,MIX LIQUORS,7150 LEETSDALE DR # 308 ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-03-19 18:15:09,2022-07-12 00:00:00,180148.0,7150 Leetsdale Dr #308,None,Denver,CO,80224,6,3,05002,Washington Virginia Vale,S-CC-3,3167311.0,1679680.0
2012-BFN-1062596,ONEIDA LIQUOR,2259 N ONEIDA ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-08-25 10:17:47.000001,2022-07-27 00:00:00,181853.0,2259 N Oneida St,None,Denver,CO,80207,8,2,04202,South Park Hill,E-MX-2,3166355.0,1698889.0
2015-BFN-0007238,TOKYO JOE'S,8391 E NORTHFIELD ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2021-03-19 17:05:45,2022-01-25 00:00:00,485583.0,8391 E Northfield Blvd,None,Denver,CO,80238,8,5,04105,Central Park,M-MX-5,3171201.0,1711774.0
2002-BFN-43782,TERRENO MACIZO NIGHTCLUB,4700 LIPAN ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2020-11-05 12:24:04,2021-12-03 00:00:00,None,None,None,None,None,80211,1,1,00202,Sunnyside,I-A,3140213.0,1710180.0
2021-BFN-0004715,"BLEND BEER WINE & SPIRITS, LLC",3435 E 1ST AVE,LIQUOR - TASTINGS,PENDING,2021-06-22 00:00:00,2021-06-22 15:12:53.000001,32670324.0,3435 E 1st Ave,None,Denver,CO,80206,10,3,03800,Cherry Creek,C-MX-5,3155657.0,1686867.0
2017-BFN-0004896,COURTYARD DENVER AIRPORT AT GATEWAY PARK,4343 N AIRPORT WAY,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2020-10-26 08:39:07,2021-09-20 00:00:00,171037.0,4343 N Airport Way,None,Denver,CO,80239,11,5,08303,Gateway - Green Valley Ranch,GTWY,3197667.0,1707668.0
2015-BFN-0008076,SMASHBURGER #1009,7305 E 35TH AVEUNIT 165 ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2021-02-03 06:45:13,2022-01-19 00:00:00,270044.0,7305 E 35th Ave Unit 165,None,Denver,CO,80238,8,5,04105,Central Park,C-MU-20,3168223.0,1704390.0
2013-BFN-1066509,HOLLY HILLS PLAZA LIQUOR,2120 S HOLLY ST STE 1 & 2 ,LIQUOR - STORE,DELINQUENT,2021-08-27 03:01:07,2021-08-26 00:00:00,360669.0,2120 S Holly St Ste 1,None,Denver,CO,80222,4,3,06901,Goldsmith,S-CC-3,3162803.0,1672226.0
2018-BFN-0003511,"MR.HAO GRILL, LLC",10021 E HAMPDEN AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-09-25 07:50:16,2021-09-10 00:00:00,181903.0,10021 E Hampden Ave,None,Denver,CO,80231,4,3,06814,Hampden,S-MX-3A,3177140.0,1663461.0
2009-BFN-1042651,WAL-MART STORE #1308,7700 W QUINCY AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2020-12-31 07:59:29,2021-12-17 00:00:00,172560.0,7700 W Quincy Ave,None,Denver,CO,80235,2,4,12014,Marston,B-4,3117421.0,1656995.0
2016-BFN-0005015,EL JEFE,2450 W 44TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-09-10 13:31:00,2021-10-10 00:00:00,354600.0,2450 W 44th Ave,None,Denver,CO,80211,1,1,00401,Sunnyside,U-MS-3,3135736.0,1708069.0
2021-BFN-0001546,PHO 92 V,6691 N TOWER RDSTE 101 ,LIQUOR - HOTEL AND RESTAURANT,PENDING,2021-04-05 00:00:00,2021-03-16 08:55:01,1531859.0,6691 N Tower Rd Ste 101,None,Denver,CO,80249,11,5,08313,DIA,C-MU-20,3204371.0,1723521.0
2019-BFN-1111111,NATIONAL WESTERN CENTER,4655 N HUMBOLDT ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-12-18 00:00:00,2200-12-31 00:00:00,35354.0,4655 N Humboldt St,None,Denver,CO,80216,9,2,03500,Elyria Swansea,I-B,3148569.0,1709844.0
2004-BFN-1011281,PARISI AN ITALIAN MARKET AND DELI,4401 TENNYSON ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-10-27 08:33:08,2021-10-21 00:00:00,None,None,None,None,None,80212,1,1,00102,Berkeley,U-MS-5,3128091.0,1708148.0
2018-BFN-0008309,WINGSTOP #746,2001 W ALAMEDA AVE# B ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-03-02 15:48:06,2022-03-27 00:00:00,372438.0,2001 W Alameda Ave # B,None,Denver,CO,80223,7,4,01000,Valverde,B-4,3137469.0,1684368.0
2009-BFN-1043043,EAST 28TH LIQUOR,3513 E 28TH AVE,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-02-01 11:01:28,2021-12-14 00:00:00,246560.0,3513 E 28th Ave,None,Denver,CO,80205,9,2,03603,Skyland,E-MS-2,3155715.0,1701123.0
2001-BFN-80709,THE BRUTAL POODLE,1967 S BROADWAY ,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2021-04-06 11:38:36,2021-11-26 00:00:00,114439.0,1967 S Broadway,None,Denver,CO,80210,7,3,01403,Overland,C-MS-5,3144120.0,1673273.0
2021-BFN-0002567,FINE WINE & SPIRITS OF STAPLETON,2955 N ULSTER STUNIT 101 ,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2021-06-10 00:00:00,2022-06-10 00:00:00,261723.0,2955 N Ulster St Unit 101,None,Denver,CO,80238,8,5,04105,Central Park,R-MU-30,3170200.0,1702002.0
2012-BFN-1059056,JELLY CAFE,1700 E EVANS AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-08-25 12:03:48,2022-08-30 00:00:00,246479.0,1700 E Evans Ave,None,Denver,CO,80210,6,3,03004,University,U-MS-3,3149934.0,1672395.0
2018-BFN-0009283,LEEVERS LOCAVORE,2630 W 38TH UNIT 101 ,LIQUOR - BEER & WINE AND CABARET,LICENSE ISSUED - ACTIVE,2021-04-07 08:31:43,2022-04-24 00:00:00,32617946.0,2630 W 38th Ave Ste 101,None,Denver,CO,None,1,1,00402,Highland,U-MS-2,3135015.0,1705369.0
2011-BFN-1052940,MACHETE,2817 E 3RD AVEUNIT F&G ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2020-09-08 14:57:54,2021-09-07 00:00:00,270007.0,2817 E 3rd Ave Unit F,None,Denver,CO,80206,10,3,03800,Cherry Creek,C-CCN-4,3153502.0,1688054.0
2002-BFN-94529,TAMAYO RESTAURANT,1400 LARIMER ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-08-29 08:36:34,2022-06-05 00:00:00,55241.0,1400 Larimer St,None,Denver,CO,80202,9,6,01701,Union Station,D-C,3140717.0,1697490.0
2019-BFN-0005573,ESQUIRE THEATRE,590 N DOWNING ST,LIQUOR - LODGING AND ENTERTAINMENT,LICENSE ISSUED - ACTIVE,2020-09-28 14:40:45,2021-09-22 00:00:00,82169.0,590 N Downing St,None,Denver,CO,80218,10,3,03203,Country Club,U-MX-3,3148347.0,1689495.0
2008-BFN-1031376,EXTRA INNINGS SPORTS BAR,3333 S TAMARAC DRUNIT R ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2021-06-28 09:27:13,2022-05-02 00:00:00,270165.0,3333 S Tamarac Dr Unit R,None,Denver,CO,80231,4,3,06811,Hampden,S-MX-5A,3168712.0,1664509.0
2002-BFN-54381,AMERICAN LEGION POST NO 1,5400 E YALE AVE,LIQUOR - CLUB,DELINQUENT,2021-06-24 03:00:43,2021-06-23 00:00:00,None,None,None,None,None,80222,4,3,06812,Hampden,S-CC-3X,3162106.0,1668407.0
2014-BFN-1072569,IZU SUSHI,1528 E COLFAX ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-08-26 12:03:25,2022-08-28 00:00:00,64710.0,1528 E Colfax Ave,None,Denver,CO,80218,10,6,03201,Cheesman Park,C-MS-8,3149359.0,1694764.0
2014-BFN-1072922,SUPER WINE & SPIRITS,1685 S COLORADO BLVDUNIT B ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2020-09-08 15:12:56,2021-09-03 00:00:00,109437.0,1685 S Colorado Blvd # B,None,Denver,CO,80222,6,3,03902,Cory - Merrill,PUD,3157048.0,1675321.0
2019-BFN-0003827,TAQUERIA EL GALLO,410 S FEDERAL BLVD,LIQUOR - HOTEL AND RESTAURANT,DELINQUENT,2021-08-01 03:00:24,2021-07-31 00:00:00,93118.0,410 S Federal Blvd,None,Denver,CO,80219,7,4,01301,Athmar Park,E-MX-3,3133725.0,1683516.0
2021-BFN-0001053,LAKESIDE PHO,4348 N SHERIDAN BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-06-08 11:07:36,2022-05-22 00:00:00,28177.0,4348 N Sheridan Blvd,None,Denver,CO,80212,1,1,00301,Berkeley,U-MX-2,3125623.0,1707770.0
2008-BFN-1038135,BLACK EYED PEA,1470 S COLORADO BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-04-14 15:15:51,2022-03-17 00:00:00,177877.0,1470 S Colorado Blvd,None,Denver,CO,80222,6,3,05103,Virginia Village,S-MX-5,3157605.0,1676612.0
2011-BFN-1053807,AXUM RESTAURANT,5501 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2020-11-30 08:46:14,2021-09-22 00:00:00,19427.0,5501 E Colfax Ave,None,Denver,CO,80220,8,2,04201,South Park Hill,U-MS-3,3162240.0,1695099.0
2002-BFN-30216,GIUSEPPES PIZZERIA & DELI,5600 W DARTMOUTH AVESUITE 107 ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2021-08-25 13:40:20,2022-07-09 00:00:00,61212.0,5600 W Dartmouth Ave,None,Denver,CO,80227,2,4,11902,Bear Valley,S-CC-3X,3124924.0,1663895.0
2021-BFN-0002414,DENVER WINE MERCHANT LLC,3911 N FOX ST,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2021-04-20 00:00:00,2022-04-20 00:00:00,451282.0,3911 N Fox St,None,Denver,CO,80216,9,1,01500,Globeville,C-MS-12,3141948.0,1706047.0
2016-BFN-0008447,SPRUCE BARBERSHOP,4252 N TENNYSON ,LIQUOR - BEER & WINE,DELINQUENT,2021-03-17 08:12:16,2022-03-21 00:00:00,28873.0,4252 N Tennyson St,None,Denver,CO,80212,1,1,00301,Berkeley,U-MX-3,3128263.0,1707443.0
2013-BFN-1069453,7-ELEVEN STORE 36697A,5090 N FEDERAL BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-04-19 00:00:00,2022-02-12 00:00:00,25694.0,5090 N Federal Blvd,None,Denver,CO,80221,1,1,00201,Chaffee Park,E-CC-3X,3133547.0,1712609.0
2003-BFN-1005441,SHELL,4650 PEORIA ST,LIQUOR - FERMENTED MALT BEVERAGE,DELINQUENT,2021-08-27 03:01:07,2021-08-26 00:00:00,12096.0,4650 N Peoria St,None,Denver,CO,80239,8,5,08312,Montbello,B-8,3183681.0,1709991.0
2013-BFN-1065001,ELWAYS AT DIA,8900 PENA BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-06-03 14:02:48,2022-05-29 00:00:00,158181.0,8900 Pena Blvd,None,Denver,CO,80249,11,7,08313,DIA,DIA,3231979.0,1738721.0
2010-BFN-1048376,STONEYS BAR & GRILL,1111 LINCOLN ST,LIQUOR - TAVERN AND CABARET,DELINQUENT,2021-08-23 08:01:45,2021-08-22 00:00:00,178159.0,1111 N Lincoln St,None,Denver,CO,80203,10,6,02701,Capitol Hill,D-GT,3144418.0,1692699.0
2002-BFN-84837,DENVER MARRIOTT TECH CENTER,4900 S SYRACUSE ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,DELINQUENT,2021-07-22 03:00:35,2021-07-21 00:00:00,244313.0,4900 S Syracuse St,None,Denver,CO,80237,4,3,06804,Hampden South,B-8,3168520.0,1653688.0
2017-BFN-0008468,CORIANDER,4968 N TOWER RD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-04-12 17:46:21.000001,2022-04-26 00:00:00,521547.0,4968 N Tower Rd,None,Denver,CO,None,11,5,08303,Gateway - Green Valley Ranch,C-MU-20,3204706.0,1712319.0
2006-BFN-1022691,LA SANDIA MEXICAN RESTAURANT,8340 E 49TH AVE 1690 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-11-06 09:02:24,2021-11-02 00:00:00,251881.0,8340 E Northfield Blvd,None,Denver,CO,80238,8,5,04105,Central Park,C-MU-20,3171010.0,1709737.0
2016-BFN-0002465,IL POSTO,2601 LARIMER ST,LIQUOR - HOTEL AND RESTAURANT,DELINQUENT,2021-07-13 03:00:19,2021-07-12 00:00:00,43206.0,2601 Larimer St,None,Denver,CO,80205,9,2,01600,Five Points,I-MX-3,3144705.0,1701682.0
2002-BFN-93642,MIZUNA,225 E 7TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-03-02 14:11:10.000001,2022-03-26 00:00:00,178842.0,225 E 7th Ave,None,Denver,CO,80203,10,6,02702,Capitol Hill,C-MX-8,3145103.0,1690252.0
2003-BFN-1006241,COLORADO SEMINARY,2344 E ILIFF ,LIQUOR - ARTS,LICENSE ISSUED - ACTIVE,2021-02-01 13:39:03,2021-11-18 00:00:00,162915.0,2344 E Iliff Ave,None,Denver,CO,80210,6,3,03004,University,CMP-EI,3152019.0,1671053.0
2011-BFN-1052286,SU TACO,2124 LARIMER ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-03-17 14:47:19,2021-12-18 00:00:00,378967.0,2124 Larimer St,None,Denver,CO,80205,9,6,01600,Five Points,PUD,3143189.0,1699998.0
2018-BFN-0006060,BARBED WIRE REEF RESTAURANT,4499 W 38TH AVESTE 102 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-02-17 11:33:27,2021-10-28 00:00:00,32574222.0,4499 W 38th Ave Ste 102,None,Denver,CO,None,1,1,00301,Berkeley,U-MS-5,3127915.0,1705508.0
2001-BFN-74544,EPICUREAN,100 W 14TH AVENUE PKWY 1A ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-02-24 14:27:42,2022-01-04 00:00:00,188188.0,100 W 14th Avenue Pkwy,None,Denver,CO,80204,10,6,02000,Civic Center,D-CV,3143540.0,1694016.0
2001-BFN-4873,KING SOOOPERS #29,1155 E 9TH AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2020-09-29 07:44:40,2021-12-02 00:00:00,65809.0,1155 E 9th Ave,None,Denver,CO,80218,10,6,02702,Capitol Hill,G-MX-3,3147996.0,1691775.0
2007-BFN-1027802,7-ELEVEN STORE 23905B,1000 E COLFAX AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-02-25 00:00:00,2021-12-04 00:00:00,246304.0,1000 E Colfax Ave,None,Denver,CO,80218,10,6,02703,Capitol Hill,C-MS-8,3147612.0,1694800.0
2009-BFN-1042699,FONTANA SUSHI,534 E ALAMEDA AVE,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2020-09-28 13:52:37,2021-10-18 00:00:00,167623.0,534 E Alameda Ave,None,Denver,CO,80209,7,3,02901,Washington Park West,U-MS-2,3146048.0,1684280.0
2010-BFN-1047380,HOPS & PIE,3920 TENNYSON ST,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2021-08-24 16:09:40,2022-08-10 00:00:00,249399.0,3920 N Tennyson St,None,Denver,CO,80212,1,1,00301,Berkeley,U-MS-3,3128265.0,1706171.0
2005-BFN-1013309,UNO CHICAGO GRILL,16375 E 40TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-04-19 13:03:06,2022-03-22 00:00:00,None,None,None,None,None,80239,11,5,08303,Gateway - Green Valley Ranch,GTWY,3197714.0,1707331.0
2020-BFN-0003028,SHERIDAN STEAK HOUSE,2035 S SHERIDAN BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-11-12 09:52:04,2021-11-11 00:00:00,59381.0,2035 S Sheridan Blvd,None,Denver,CO,80227,2,4,04700,Harvey Park,S-CC-3X,3125633.0,1672974.0
2008-BFN-1033484,-,410 E 7TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-06-29 13:32:18,2022-06-09 00:00:00,245945.0,410 E 7th Ave,None,Denver,CO,80203,10,3,02801,Speer,G-MX-3,3145674.0,1690157.0
2011-BFN-1056681,ECONO LIQUORS,3330 DOWNING ST,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-01-19 00:00:00,2021-11-29 00:00:00,40682.0,3330 N Downing St,None,Denver,CO,80205,9,2,03601,Cole,C-MS-5,3148242.0,1703575.0
